strain	date	clade_membership	country	geoloc_9cat	region	sequenced_by_2cat	virus	accession	division	CLF_A_EXPOSURE	CONF_A_EXPOSURE
MT263381	2020-03-23	19B	USA	WA	North America	External	ncov		Washington		
MT293198	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT293210	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT263444	2020-03-20	19B	USA	WA	North America	External	ncov		Washington		
MT412233	2020-03-13	19B	USA	North America	North America	External	ncov				
MT326088	2020-03-23	19B	USA	North America	North America	External	ncov				
MT345867	2020-03-23	19B	USA	WA	North America	External	ncov		Washington		
MT263420	2020-03-20	19B	USA	WA	North America	External	ncov		Washington		
MT345837	2020-03-23	19B	USA	WA	North America	External	ncov		Washington		
MT293202	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT326028	2020-03-24	19B	USA	North America	North America	External	ncov				
MT326026	2020-03-24	19B	USA	North America	North America	External	ncov				
MT326102	2020-03-22	19B	USA	North America	North America	External	ncov				
MT326085	2020-03-20	19B	USA	North America	North America	External	ncov				
MT326104	2020-03-22	19B	USA	North America	North America	External	ncov				
MT326081	2020-03-24	19B	USA	North America	North America	External	ncov				
MT326103	2020-03-22	19B	USA	North America	North America	External	ncov				
MT345820	2020-03-25	19B	USA	WA	North America	External	ncov		Washington		
MT259262	2020-03-14	19B	USA	WA	North America	External	ncov		Washington		
MT252690	2020-03-10	19B	USA	WA	North America	External	ncov		Washington		
MT259282	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT358726	2020-03-27	19B	USA	WA	North America	External	ncov		Washington		
MT344949	2020-03-07	19B	USA	North America	North America	External	ncov		Hawaii		
MT325578	2020-03-07	19B	USA	North America	North America	External	ncov		Illinois		
MT325561	2020-03-09	19B	USA	North America	North America	External	ncov		Arizona		
MT246462	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT246452	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT259279	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT252688	2020-03-10	19B	USA	WA	North America	External	ncov		Washington		
MT252797	2020-03-10	19B	USA	WA	North America	External	ncov		Washington		
MT451076	2020-03-18	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT339039	2020-03-17	19B	USA	North America	North America	External	ncov		Arizona		
MT385464	2020-03-23	19B	USA	North America	North America	External	ncov		California		
MT385443	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT450972	2020-03-12	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT450961	2020-03-11	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT262899	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT385465	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT259268	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT345823	2020-03-25	19B	USA	WA	North America	External	ncov		Washington		
MT385432	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT350270	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT262915	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT385434	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT259272	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT259283	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT325591	2020-03-06	19B	USA	North America	North America	External	ncov		North Carolina		
MT325563	2020-03-06	19B	USA	North America	North America	External	ncov		Washington DC		
MT252719	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT246483	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT263405	2020-03-16	19B	USA	WA	North America	External	ncov		Washington		
MT451044	2020-03-16	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451307	2020-03-25	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451724	2020-04-03	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT252798	2020-03-10	19B	USA	WA	North America	External	ncov		Washington		
MT252685	2020-03-10	19B	USA	WA	North America	External	ncov		Washington		
MT252693	2020-03-11	19B	USA	WA	North America	External	ncov		Washington		
MT252689	2020-03-10	19B	USA	WA	North America	External	ncov		Washington		
MT326094	2020-03-22	19B	USA	North America	North America	External	ncov				
MT326062	2020-03-22	19B	USA	North America	North America	External	ncov				
MT259266	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT246463	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT326108	2020-03-22	19B	USA	North America	North America	External	ncov				
MT326124	2020-03-20	19B	USA	North America	North America	External	ncov				
MT293186	2020-03-17	19B	USA	WA	North America	External	ncov		Washington		
MT412193	2020-03-22	19B	USA	North America	North America	External	ncov		Michigan		
MT439293	2020-03-24	19B	USA	North America	North America	External	ncov		Michigan		
MT451250	2020-03-22	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT252763	2020-03-12	19B	USA	WA	North America	External	ncov		Washington		
MT252742	2020-03-12	19B	USA	WA	North America	External	ncov		Washington		
MT334532	2020-03-12	19B	USA	North America	North America	External	ncov		Utah		
MT334531	2020-03-12	19B	USA	North America	North America	External	ncov		Utah		
MT326181	2020-03-14	19B	USA	North America	North America	External	ncov				
MT252701	2020-03-12	19B	USA	WA	North America	External	ncov		Washington		
MT252713	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT252739	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT259245	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT450925	2020-03-15	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT434786	2020-03-04	19B	USA	NY	North America	External	ncov		New York		
MT252824	2020-03-06	19B	USA	WA	North America	External	ncov		Washington		
MT325609	2020-03-05	19B	USA	North America	North America	External	ncov		Utah		
MT334523	2020-03-05	19B	USA	North America	North America	External	ncov		Utah		
MT246468	2020-03-14	19B	USA	WA	North America	External	ncov		Washington		
MT251978	2020-03-14	19B	USA	WA	North America	External	ncov		Washington		
MT252734	2020-03-14	19B	USA	WA	North America	External	ncov		Washington		
MT259274	2020-03-14	19B	USA	WA	North America	External	ncov		Washington		
MT344944	2020-03-08	19B	USA	North America	North America	External	ncov		Connecticut		
MT325613	2020-03-08	19B	USA	North America	North America	External	ncov		Virginia		
MT252802	2020-03-08	19B	USA	WA	North America	External	ncov		Washington		
MT252811	2020-03-08	19B	USA	WA	North America	External	ncov		Washington		
MT326168	2020-03-21	19B	USA	North America	North America	External	ncov				
MT350268	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350275	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350269	2020-03-20	19B	USA	WA	North America	External	ncov		Washington		
MT246472	2020-03-12	19B	USA	WA	North America	External	ncov		Washington		
MT350271	2020-03-20	19B	USA	WA	North America	External	ncov		Washington		
MT350277	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT262909	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262908	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262906	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT252703	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT350265	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350273	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT262898	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262904	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262897	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT350263	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350276	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350272	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT262903	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262896	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262902	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT350266	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350264	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350267	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT350278	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT259284	2020-03-15	19B	USA	WA	North America	External	ncov		Washington		
MT259255	2020-03-16	19B	USA	WA	North America	External	ncov		Washington		
MT460116	2020-04-29	19B	USA	North America	North America	External	ncov		California		
MT461616	2020-04-01	19B	USA	WA	North America	External	ncov		Washington		
MT293157	2020-03-29	19B	USA	WA	North America	External	ncov		Washington		
MT358678	2020-03-27	19B	USA	WA	North America	External	ncov		Washington		
MA_MGH_00069	2020-03-25	19B	USA	MA	North America	Broad	ncov		Massachusetts		
MT385484	2020-03-31	19B	USA	North America	North America	External	ncov		California		
MT385456	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT385452	2020-04-03	19B	USA	North America	North America	External	ncov		California		
MT460127	2020-04-30	19B	USA	North America	North America	External	ncov		California		
MT326100	2020-03-22	19B	USA	North America	North America	External	ncov				
MT345800	2020-03-25	19B	USA	WA	North America	External	ncov		Washington		
MT293168	2020-03-17	19B	USA	WA	North America	External	ncov		Washington		
MT293170	2020-03-18	19B	USA	WA	North America	External	ncov		Washington		
MT385449	2020-03-31	19B	USA	North America	North America	External	ncov		California		
MT460113	2020-04-27	19B	USA	North America	North America	External	ncov		California		
MT358694	2020-03-26	19B	USA	WA	North America	External	ncov		Washington		
MT358732	2020-03-29	19B	USA	WA	North America	External	ncov		Washington		
MA_MGH_00517	2020-03-14	19B	USA	MA	North America	Broad	ncov		Massachusetts		
MT252740	2020-03-14	19B	USA	WA	North America	External	ncov		Washington		
MT326147	2020-03-20	19B	USA	North America	North America	External	ncov				
MT263423	2020-03-23	19B	USA	WA	North America	External	ncov		Washington		
MT326040	2020-03-21	19B	USA	North America	North America	External	ncov				
MT326144	2020-03-20	19B	USA	North America	North America	External	ncov				
MT293185	2020-03-28	19B	USA	WA	North America	External	ncov		Washington		
MT263455	2020-03-24	19B	USA	WA	North America	External	ncov		Washington		
MT370929	2020-03-20	19B	USA	NY	North America	External	ncov		New York		
MT419812	2020-03-23	19B	Puerto Rico	North America	North America	External	ncov				
MT419846	2020-03-04	19B	USA	North America	North America	External	ncov		California		
MT252780	2020-03-11	19B	USA	WA	North America	External	ncov		Washington		
MT293218	2020-03-18	19B	USA	WA	North America	External	ncov		Washington		
MT358713	2020-03-27	19B	USA	WA	North America	External	ncov		Washington		
MT419845	2020-03-04	19B	USA	North America	North America	External	ncov		California		
MT334524	2020-03-05	19B	USA	North America	North America	External	ncov		Utah		
MT434800	2020-03-09	19B	USA	NY	North America	External	ncov		New York		
MT325562	2020-03-09	19B	USA	North America	North America	External	ncov		Arizona		
MT326121	2020-03-20	19B	USA	North America	North America	External	ncov				
MT326143	2020-03-20	19B	USA	North America	North America	External	ncov				
MT326079	2020-03-20	19B	USA	North America	North America	External	ncov				
MT263440	2020-03-24	19B	USA	WA	North America	External	ncov		Washington		
MT263462	2020-03-23	19B	USA	WA	North America	External	ncov		Washington		
MT326043	2020-03-22	19B	USA	North America	North America	External	ncov				
MT259241	2020-03-16	19B	USA	WA	North America	External	ncov		Washington		
MT385429	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT460117	2020-04-26	19B	USA	North America	North America	External	ncov		California		
MT385480	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT385468	2020-04-08	19B	USA	North America	North America	External	ncov		California		
MT334535	2020-03-13	19B	USA	North America	North America	External	ncov		Utah		
MT334536	2020-03-13	19B	USA	North America	North America	External	ncov		Utah		
MT262912	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262910	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262907	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262900	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262905	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262914	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262913	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262911	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262901	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT262916	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT252728	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT252698	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT450981	2020-03-13	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT252699	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT252725	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT252704	2020-03-13	19B	USA	WA	North America	External	ncov		Washington		
MT246458	2020-03-12	19B	USA	WA	North America	External	ncov		Washington		
MT451366	2020-03-23	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451255	2020-03-22	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451209	2020-03-24	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451208	2020-03-24	19B	Australia	Oceania	Oceania	External	ncov		Victoria		
MT412241	2020-03-12	19B	USA	WA	North America	External	ncov		Washington		
MT326151	2020-03-21	19B	USA	North America	North America	External	ncov				
MT326148	2020-03-21	19B	USA	North America	North America	External	ncov				
MT252782	2020-03-11	19B	USA	WA	North America	External	ncov		Washington		
MT252769	2020-03-11	19B	USA	WA	North America	External	ncov		Washington		
MT252785	2020-03-11	19B	USA	WA	North America	External	ncov		Washington		
MT252691	2020-03-11	19B	USA	WA	North America	External	ncov		Washington		
MT444590	2020-04-05	19B	USA	North America	North America	External	ncov				
MT460124	2020-04-28	19B	USA	North America	North America	External	ncov		California		
MT263449	2020-03-24	19B	USA	WA	North America	External	ncov		Washington		
MT385463	2020-03-25	19B	USA	North America	North America	External	ncov		California		
MT263456	2020-03-24	19B	USA	WA	North America	External	ncov		Washington		
MT358686	2020-03-26	19B	USA	WA	North America	External	ncov		Washington		
MT385488	2020-03-25	19B	USA	North America	North America	External	ncov		California		
MT326044	2020-03-23	19B	USA	North America	North America	External	ncov				
MT326047	2020-03-23	19B	USA	North America	North America	External	ncov				
MT345810	2020-03-25	19B	USA	WA	North America	External	ncov		Washington		
MT334553	2020-03-24	19B	USA	North America	North America	External	ncov		Utah		
MT263434	2020-03-24	19B	USA	WA	North America	External	ncov		Washington		
MT350274	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT385421	2020-03-25	19B	USA	North America	North America	External	ncov		California		
MT350280	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT385424	2020-03-28	19B	USA	North America	North America	External	ncov		California		
MT350279	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
MT358675	2020-03-26	19B	USA	WA	North America	External	ncov		Washington		
MT293199	2020-03-19	19B	USA	WA	North America	External	ncov		Washington		
